id,origin,destination,start_time,kind
217,109,19,1381,Human
218,202,168,1480,Human
219,36,169,946,Human
220,203,170,1598,Human
221,204,171,485,Human
222,205,172,1400,Human
223,206,173,1671,Human
224,207,174,518,Human
225,208,175,691,Human
226,209,176,1591,Human
227,210,177,637,Human
228,211,178,1117,Human
229,212,179,892,Human
230,213,180,1299,Human
231,214,181,1216,Human
232,196,182,960,Human
233,215,183,126,Human
234,214,167,227,Human
235,216,184,827,Human
236,96,185,47,Human
237,217,46,845,Human
238,41,186,654,Human
239,218,35,377,Human
240,219,52,625,Human
241,198,187,145,Human
242,220,188,1325,Human
243,221,189,965,Human
244,222,190,759,Human
245,203,191,294,Human
246,223,192,1422,Human
247,224,193,845,Human
248,225,104,861,Human
249,226,194,1151,Human
250,227,195,175,Human
251,228,170,801,Human
252,196,196,235,Human
253,229,167,452,Human
254,230,86,1212,Human
255,231,106,180,Human
256,232,197,124,Human
257,233,107,606,Human
258,215,198,1189,Human
259,234,199,777,Human
260,235,200,1460,Human
261,83,201,834,Human
262,0,202,912,Human
263,236,203,1234,Human
264,237,204,1303,Human
265,70,205,1522,Human
266,238,161,1023,Human
267,239,206,246,Human
268,240,207,1146,Human
269,241,106,749,Human
270,242,208,1150,Human
271,243,174,977,Human
272,244,209,187,Human
273,245,210,489,Human
274,246,211,57,Human
275,56,212,521,Human
276,247,12,1078,Human
277,248,181,501,Human
278,249,177,555,Human
279,250,213,46,Human
280,251,4,1693,Human
281,251,93,1604,Human
282,252,214,50,Human
283,253,117,764,Human
284,253,215,1150,Human
285,254,76,727,Human
286,255,54,1267,Human
287,256,216,503,Human
288,257,217,1703,Human
289,258,218,549,Human
290,259,167,447,Human
291,216,219,1347,Human
292,260,117,1616,Human
293,261,220,199,Human
294,262,155,50,Human
295,263,221,458,Human
296,253,222,519,Human
297,264,223,866,Human
298,265,52,306,Human
299,260,177,1706,Human
300,266,224,158,Human
301,267,9,1737,Human
302,268,225,1202,Human
303,269,226,1368,Human
304,270,111,1202,Human
305,53,227,1314,Human
306,271,4,1551,Human
307,194,4,530,Human
308,272,228,608,Human
309,273,229,1689,Human
310,274,230,137,Human
311,213,177,400,Human
312,275,177,696,Human
313,276,177,877,Human
314,277,231,31,Human
315,106,232,777,Human
316,278,233,1437,Human
317,279,234,532,Human
318,280,4,488,Human
319,216,235,640,Human
320,281,214,1490,Human
321,282,57,1246,Human
322,283,236,201,Human
323,284,237,753,Human
324,285,93,75,Human
325,286,117,192,Human
326,287,13,716,Human
327,196,238,1293,Human
328,288,239,897,Human
329,289,28,373,Human
330,196,177,1748,Human
331,136,177,829,Human
332,220,240,390,Human
333,275,241,1469,Human
334,290,242,519,Human
335,268,243,640,Human
336,291,244,315,Human
337,206,170,666,Human
338,292,62,1374,Human
339,293,182,1153,Human
340,257,23,816,Human
341,294,245,515,Human
342,295,10,1096,Human
343,296,57,605,Human
344,297,71,635,Human
345,242,246,863,Human
346,298,82,1555,Human
347,299,247,133,Human
348,300,248,1093,Human
349,301,3,1402,Human
350,302,249,94,Human
351,303,250,1220,Human
352,160,251,139,Human
353,304,167,573,Human
354,305,252,932,Human
355,66,160,1221,Human
356,117,5,787,Human
357,306,114,650,Human
358,307,253,188,Human
359,308,213,21,Human
360,309,40,881,Human
361,202,78,1660,Human
362,310,254,760,Human
363,311,255,462,Human
364,312,177,1682,Human
365,313,256,906,Human
366,314,257,1056,Human
367,50,117,22,Human
368,307,258,213,Human
369,315,259,696,Human
370,195,260,838,Human
371,316,143,468,Human
372,312,261,1190,Human
373,317,262,654,Human
374,189,263,19,Human
375,318,257,1042,Human
376,319,264,1464,Human
377,320,246,1081,Human
378,321,265,1206,Human
379,322,36,932,Human
380,323,266,739,Human
381,324,267,1130,Human
382,325,268,1772,Human
383,326,177,1574,Human
384,145,214,521,Human
385,80,126,161,Human
386,327,217,1075,Human
387,158,174,47,Human
388,165,269,947,Human
389,328,193,1246,Human
390,329,48,318,Human
391,330,270,196,Human
392,331,82,1253,Human
393,332,247,786,Human
394,300,271,906,Human
395,333,94,804,Human
396,334,272,935,Human
397,335,234,138,Human
398,336,273,1638,Human
399,337,274,1185,Human
400,338,128,1100,Human
401,339,106,519,Human
402,340,257,1027,Human
403,89,5,1,Human
404,341,275,1764,Human
405,191,234,296,Human
406,342,221,590,Human
407,339,19,955,Human
408,343,276,1763,Human
409,344,28,959,Human
410,152,277,1171,Human
411,345,278,808,Human
412,120,0,446,Human
413,311,184,1232,Human
414,310,174,538,Human
415,346,279,1572,Human
416,347,280,1195,Human
417,348,281,91,Human
418,335,246,2,Human
419,349,282,182,Human
420,350,283,962,Human
421,158,222,827,Human
422,310,174,910,Human
423,351,143,18,Human
424,352,104,484,Human
425,353,55,1744,Human
426,354,143,1279,Human
427,325,284,688,Human
428,355,238,1532,Human
429,356,5,756,Human
430,357,246,1677,Human
431,358,285,82,Human
432,359,286,1342,Human
433,360,261,1018,Human
434,361,161,1294,Human
435,319,253,150,Human
436,325,284,626,Human
437,362,261,12,Human
438,363,217,146,Human
439,158,143,1659,Human
440,364,257,1750,Human
441,365,287,1335,Human
442,366,143,172,Human
443,274,288,1475,Human
444,367,221,206,Human
445,347,289,1490,Human
446,368,290,260,Human
447,369,291,229,Human
448,370,292,460,Human
449,371,293,820,Human
450,55,294,1067,Human
451,372,221,1065,Human
452,373,104,1446,Human
453,342,174,774,Human
454,165,295,1374,Human
455,321,277,311,Human
456,374,161,51,Human
457,62,296,1551,Human
458,375,297,524,Human
459,376,48,562,Human
460,324,298,771,Human
461,377,94,1350,Human
462,102,299,16,Human
463,147,234,916,Human
464,378,300,1273,Human
465,331,221,641,Human
466,379,52,68,Human
467,380,222,745,Human
468,324,167,531,Human
469,324,263,163,Human
470,381,301,1063,Human
471,382,161,833,Human
472,383,143,1132,Human
473,384,302,168,Human
474,385,263,1755,Human
475,330,303,785,Human
476,325,214,518,Human
477,386,135,380,Human
478,62,261,1053,Human
479,326,155,201,Human
480,336,304,1716,Human
481,387,160,688,Human
482,388,143,1409,Human
483,389,109,1337,Human
484,390,114,1122,Human
485,171,7,1562,Human
486,165,305,149,Human
487,332,306,780,Human
488,391,307,1727,Human
489,387,213,1762,Human
490,373,191,1766,Human
491,392,257,816,Human
492,393,308,1439,Human
493,324,257,869,Human
494,274,309,1172,Human
495,394,174,1653,Human
496,395,175,1500,Human
497,396,161,868,Human
498,397,289,1218,Human
499,166,161,245,Human
500,398,310,512,Human
501,399,5,878,Human
502,400,257,886,Human
503,400,257,954,Human
504,332,213,158,Human
505,214,161,280,Human
506,325,7,4,Human
507,401,237,156,Human
508,322,221,1194,Human
509,377,184,1205,Human
510,165,311,707,Human
511,165,183,405,Human
512,308,174,1065,Human
513,402,312,469,Human
514,8,313,975,Human
515,403,284,1526,Human
516,214,7,46,Human
517,404,225,102,Human
518,331,160,1757,Human
519,405,314,850,Human
520,406,167,395,Human
521,407,315,833,Human
522,408,316,1380,Human
523,409,275,84,Human
524,410,317,506,Human
525,306,76,1706,Human
526,411,277,1129,Human
527,391,311,600,Human
528,412,318,1517,Human
529,337,319,913,Human
530,413,320,80,Human
531,414,4,1025,Human
532,415,321,1045,Human
533,416,311,1645,Human
534,417,5,849,Human
535,418,322,984,Human
536,44,323,1378,Human
537,193,324,590,Human
538,419,4,1046,Human
539,193,58,1620,Human
540,189,20,334,Human
541,420,10,1542,Human
542,421,325,547,Human
543,196,326,417,Human
544,422,29,1293,Human
545,423,327,1682,Human
546,424,175,551,Human
547,425,7,1774,Human
548,252,218,1002,Human
549,144,328,476,Human
550,20,131,295,Human
551,426,329,1631,Human
552,427,330,830,Human
553,428,177,741,Human
554,429,331,144,Human
555,430,107,354,Human
556,431,241,713,Human
557,432,51,1613,Human
558,433,332,227,Human
559,434,57,1234,Human
560,435,128,1586,Human
561,62,333,489,Human
562,254,3,1463,Human
563,346,246,145,Human
564,436,334,1045,Human
565,13,177,1462,Human
566,437,335,614,Human
567,438,19,1743,Human
568,308,336,426,Human
569,439,183,1206,Human
570,309,145,1593,Human
571,440,337,1336,Human
572,441,155,735,Human
573,442,338,266,Human
574,443,177,722,Human
575,444,9,393,Human
576,379,234,1137,Human
577,445,128,698,Human
578,446,246,838,Human
579,447,339,1166,Human
580,448,340,963,Human
581,449,225,1548,Human
582,450,341,1310,Human
583,96,143,727,Human
584,411,314,530,Human
585,451,314,56,Human
586,452,161,718,Human
587,453,28,765,Human
588,125,5,887,Human
589,324,342,1126,Human
590,209,343,575,Human
591,454,264,1696,Human
592,415,161,251,Human
593,394,314,428,Human
594,205,344,272,Human
595,455,345,1446,Human
596,349,314,1354,Human
597,387,162,356,Human
598,422,346,956,Human
599,324,161,659,Human
600,62,301,1559,Human
601,205,347,1112,Human
602,158,348,260,Human
603,10,349,1788,Human
604,370,350,888,Human
605,456,301,307,Human
606,383,351,564,Human
607,383,352,874,Human
608,96,353,271,Human
609,387,354,228,Human
610,330,355,286,Human
611,457,356,760,Human
612,344,357,1360,Human
613,455,314,670,Human
614,205,5,1270,Human
615,414,117,1059,Human
616,205,311,1112,Human
617,308,358,408,Human
618,458,143,904,Human
619,383,311,1084,Human
620,459,222,663,Human
621,13,347,703,Human
622,357,359,1603,Human
623,83,360,227,Human
624,460,173,1104,Human
625,461,361,1433,Human
626,330,324,1381,Human
627,462,362,1272,Human
628,452,336,1240,Human
629,205,363,192,Human
630,463,4,626,Human
631,464,364,332,Human
632,8,365,282,Human
633,2,366,1782,Human
634,465,28,1687,Human
635,337,3,630,Human
636,96,289,196,Human
637,466,284,461,Human
638,138,367,504,Human
639,96,311,1422,Human
640,36,167,1740,Human
641,467,161,840,Human
642,468,155,674,Human
643,469,368,1391,Human
644,470,369,731,Human
645,471,370,1224,Human
646,339,311,1365,Human
647,472,314,148,Human
648,473,371,773,Human
649,387,372,383,Human
650,359,346,511,Human
651,141,249,273,Human
652,156,373,895,Human
653,269,11,317,Human
654,474,374,1496,Human
655,475,62,674,Human
656,476,264,1641,Human
657,339,375,154,Human
658,11,376,395,Human
659,477,377,1058,Human
660,478,193,1477,Human
661,325,314,146,Human
662,411,5,783,Human
663,479,7,1344,Human
664,332,378,816,Human
665,367,281,376,Human
666,480,379,190,Human
667,481,380,1532,Human
668,482,7,386,Human
669,96,50,1586,Human
670,483,314,349,Human
671,461,7,457,Human
672,484,381,1662,Human
673,485,382,94,Human
674,486,94,331,Human
675,487,5,980,Human
676,488,383,688,Human
677,241,5,570,Human
678,489,5,823,Human
679,490,384,547,Human
680,419,207,1705,Human
681,491,253,749,Human
682,482,3,23,Human
683,96,385,215,Human
684,325,189,47,Human
685,492,336,173,Human
686,439,386,1073,Human
687,493,296,563,Human
688,494,387,1598,Human
689,495,222,952,Human
690,96,336,62,Human
691,496,7,1212,Human
692,354,388,69,Human
693,497,7,1127,Human
694,498,389,488,Human
695,399,390,63,Human
696,499,314,706,Human
697,500,50,641,Human
698,501,391,1662,Human
699,502,294,1174,Human
700,165,392,1593,Human
701,361,223,1141,Human
702,364,189,1050,Human
703,409,109,429,Human
704,107,393,1689,Human
705,503,394,777,Human
706,504,362,1,Human
707,193,395,487,Human
708,505,396,435,Human
709,506,397,880,Human
710,507,5,1366,Human
711,138,336,146,Human
712,508,398,837,Human
713,339,399,947,Human
714,509,400,379,Human
715,510,401,373,Human
716,511,402,862,Human
717,512,403,994,Human
718,513,222,222,Human
719,514,57,591,Human
720,515,404,519,Human
721,516,155,1793,Human
722,488,62,250,Human
723,517,57,1750,Human
724,114,57,35,Human
725,518,299,925,Human
726,500,311,66,Human
727,150,405,1242,Human
728,519,318,98,Human
729,520,161,413,Human
730,452,5,1516,Human
731,521,57,1719,Human
732,522,3,822,Human
733,523,406,478,Human
734,155,407,1398,Human
735,524,157,1214,Human
736,525,408,1460,Human
737,526,240,356,Human
738,527,409,1493,Human
739,528,14,554,Human
740,529,229,993,Human
741,522,410,216,Human
742,530,411,549,Human
743,56,143,303,Human
744,531,412,1465,Human
745,532,217,1645,Human
746,393,88,1128,Human
747,440,28,1388,Human
748,421,335,950,Human
749,52,413,612,Human
750,325,189,1627,Human
751,469,193,364,Human
752,533,414,1673,Human
753,1,415,725,Human
754,534,106,1276,Human
755,535,57,244,Human
756,488,416,1144,Human
757,536,417,438,Human
758,537,57,1462,Human
759,286,322,983,Human
760,82,370,1295,Human
761,538,418,496,Human
762,420,29,636,Human
763,539,419,102,Human
764,488,53,213,Human
765,540,109,122,Human
766,366,28,733,Human
767,541,41,412,Human
768,83,420,118,Human
769,542,421,639,Human
770,543,401,183,Human
771,18,422,643,Human
772,544,5,403,Human
773,518,57,1753,Human
774,520,57,1199,Human
775,545,162,199,Human
776,540,423,1119,Human
777,147,424,823,Human
778,465,57,656,Human
779,488,425,1076,Human
780,546,57,1627,Human
781,547,57,1349,Human
782,313,426,1178,Human
783,488,427,985,Human
784,390,428,811,Human
785,548,429,1664,Human
786,46,430,173,Human
787,549,423,1161,Human
788,550,143,1317,Human
789,551,57,0,Human
790,220,430,32,Human
791,552,431,1036,Human
792,553,432,316,Human
793,463,11,436,Human
794,554,5,1477,Human
795,90,429,34,Human
796,555,57,1109,Human
797,556,433,543,Human
798,48,397,202,Human
799,557,434,802,Human
800,558,109,75,Human
801,559,189,392,Human
802,434,57,236,Human
803,434,57,361,Human
804,468,57,1238,Human
805,557,226,1696,Human
806,143,36,1756,Human
807,560,435,954,Human
808,561,57,254,Human
809,562,222,1532,Human
810,563,57,232,Human
811,10,436,1083,Human
812,564,350,1743,Human
813,565,57,110,Human
814,46,116,1265,Human
815,566,417,1749,Human
816,512,437,717,Human
817,567,57,1261,Human
818,70,385,1619,Human
819,476,57,979,Human
820,488,438,1693,Human
821,557,398,236,Human
822,568,398,620,Human
823,238,57,499,Human
824,569,254,211,Human
825,298,439,381,Human
826,553,434,289,Human
827,533,440,347,Human
828,439,441,644,Human
829,570,57,843,Human
830,571,442,1090,Human
831,572,443,741,Human
832,486,444,471,Human
833,573,57,246,Human
834,160,445,901,Human
835,556,247,1569,Human
836,574,423,143,Human
837,488,446,1577,Human
838,573,57,822,Human
839,486,57,834,Human
840,25,447,635,Human
841,555,427,160,Human
842,532,448,839,Human
843,470,407,803,Human
844,575,131,1063,Human
845,576,423,218,Human
846,488,427,848,Human
847,577,11,515,Human
848,578,243,1714,Human
849,579,449,18,Human
850,580,57,1582,Human
851,581,450,222,Human
852,480,189,1085,Human
853,582,451,237,Human
854,583,427,879,Human
855,584,385,568,Human
856,562,207,353,Human
857,585,423,1714,Human
858,586,207,934,Human
859,568,189,1005,Human
860,33,57,1765,Human
861,528,57,8,Human
862,488,452,1125,Human
863,587,57,1449,Human
864,588,15,1467,Human
865,589,453,1216,Human
866,414,11,245,Human
867,488,454,13,Human
868,590,407,183,Human
869,591,407,289,Human
870,592,378,484,Human
871,593,455,346,Human
872,594,57,1604,Human
873,492,424,145,Human
874,595,427,1682,Human
875,596,189,395,Human
876,468,28,583,Human
877,597,209,678,Human
878,598,57,271,Human
879,599,427,519,Human
880,600,57,791,Human
881,521,398,123,Human
882,480,189,1347,Human
883,601,385,312,Human
884,602,54,1732,Human
885,300,456,942,Human
886,413,189,1666,Human
887,603,457,818,Human
888,503,458,464,Human
889,604,189,1615,Human
890,605,459,532,Human
891,603,57,937,Human
892,240,57,1611,Human
893,488,460,704,Human
894,553,57,75,Human
895,488,11,1275,Human
896,553,57,312,Human
897,488,456,338,Human
898,603,57,1319,Human
899,217,445,1515,Human
900,454,424,360,Human
901,433,62,628,Human
902,606,398,575,Human
903,596,445,1344,Human
904,607,423,872,Human
905,390,424,1648,Human
906,608,407,1777,Human
907,596,398,614,Human
908,609,461,1529,Human
909,521,407,541,Human
910,610,407,714,Human
911,562,57,1264,Human
912,611,462,1166,Human
913,612,423,559,Human
914,606,398,315,Human
915,156,449,236,Human
916,46,332,1643,Human
917,606,398,449,Human
918,613,398,9,Human
919,613,398,142,Human
920,614,463,1319,Human
921,615,110,1762,Human
922,616,464,910,Human
923,617,114,949,Human
924,618,465,649,Human
925,545,11,114,Human
926,619,398,619,Human
927,553,82,1330,Human
928,620,466,226,Human
929,621,467,628,Human
930,557,28,714,Human
931,48,28,481,Human
932,582,385,204,Human
933,315,468,76,Human
934,622,429,449,Human
935,476,11,118,Human
936,240,429,1416,Human
937,523,28,951,Human
938,599,424,1035,Human
939,623,28,577,Human
940,624,28,1643,Human
941,625,469,32,Human
942,600,427,783,Human
943,626,424,415,Human
944,626,424,567,Human
945,627,470,771,Human
946,628,471,1726,Human
947,443,472,6,Human
948,629,473,876,Human
949,630,232,46,Human
950,631,314,1319,Human
951,632,269,164,Human
952,230,58,1258,Human
953,611,155,1487,Human
954,598,407,1125,Human
955,430,296,693,Human
956,374,474,1593,Human
957,135,475,8,Human
958,633,57,1274,Human
959,634,476,1095,Human
960,120,442,1664,Human
961,635,4,1278,Human
962,636,189,1393,Human
963,589,28,759,Human
964,597,407,328,Human
965,637,477,554,Human
966,638,478,720,Human
967,639,54,1515,Human
968,640,349,1358,Human
969,641,197,137,Human
970,642,246,482,Human
971,341,479,434,Human
972,643,426,264,Human
973,322,167,1074,Human
974,117,480,917,Human
975,60,217,857,Human
976,117,94,871,Human
977,300,481,385,Human
978,77,409,1088,Human
979,401,482,819,Human
980,393,336,1225,Human
981,644,185,1107,Human
982,469,483,1140,Human
983,645,89,1568,Human
984,646,116,390,Human
985,647,35,311,Human
986,648,128,356,Human
987,649,484,727,Human
988,650,485,385,Human
989,288,486,326,Human
990,651,300,744,Human
991,652,487,1785,Human
992,258,488,1630,Human
993,495,182,1526,Human
994,653,489,686,Human
995,654,426,1539,Human
996,655,162,1212,Human
997,656,20,1295,Human
998,657,490,525,Human
999,658,87,1055,Human
1000,659,403,411,Human
1001,660,491,159,Human
1002,659,492,89,Human
1003,661,20,737,Human
1004,490,493,382,Human
1005,224,252,1181,Human
1006,139,487,1166,Human
1007,662,409,1508,Human
1008,663,494,53,Human
1009,108,495,503,Human
1010,664,496,954,Human
1011,665,497,509,Human
1012,666,498,1382,Human
1013,217,366,1019,Human
1014,667,499,669,Human
1015,370,15,10,Human
1016,115,499,43,Human
1017,668,500,643,Human
1018,313,501,374,Human
1019,669,131,1574,Human
1020,298,182,164,Human
1021,18,44,1664,Human
1022,616,502,436,Human
1023,422,503,774,Human
1024,670,352,656,Human
1025,671,504,902,Human
1026,672,505,554,Human
1027,276,118,626,Human
1028,673,35,1585,Human
1029,384,506,470,Human
1030,674,141,23,Human
1031,75,116,483,Human
1032,531,507,1163,Human
1033,675,410,1047,Human
1034,676,349,1303,Human
1035,677,508,29,Human
1036,650,509,1210,Human
1037,678,510,1396,Human
1038,679,13,1202,Human
1039,680,71,889,Human
1040,681,15,1002,Human
1041,682,15,1263,Human
1042,683,246,131,Human
1043,20,131,443,Human
1044,684,62,895,Human
1045,685,511,191,Human
1046,686,80,1691,Human
1047,258,111,1102,Human
1048,393,13,168,Human
1049,685,64,1579,Human
1050,408,37,1736,Human
1051,410,473,436,Human
1052,687,490,297,Human
1053,183,412,123,Human
1054,688,161,1049,Human
1055,689,512,1364,Human
1056,690,193,315,Human
1057,575,336,1698,Human
1058,691,221,1624,Human
1059,692,182,1321,Human
1060,611,513,991,Human
1061,693,514,429,Human
1062,128,12,951,Human
1063,694,29,1761,Human
1064,671,515,1408,Human
1065,695,514,1604,Human
1066,220,77,1590,Human
1067,696,204,280,Human
1068,678,516,171,Human
1069,697,88,1583,Human
1070,698,516,80,Human
1071,132,482,623,Human
1072,699,513,620,Human
1073,300,55,1212,Human
1074,700,165,91,Human
1075,701,214,303,Human
1076,702,29,393,Human
1077,459,77,185,Human
1078,616,517,1085,Human
1079,408,518,847,Human
1080,703,519,99,Human
1081,180,520,699,Human
1082,704,521,888,Human
1083,705,522,476,Human
1084,291,523,1136,Human
1085,706,316,775,Human
1086,707,78,616,Human
1087,708,524,445,Human
1088,709,506,1376,Human
1089,710,525,959,Human
1090,711,439,825,Human
1091,712,526,1785,Human
1092,713,130,831,Human
1093,714,417,1431,Human
1094,715,527,1170,Human
1095,139,528,1770,Human
1096,713,503,1484,Human
1097,716,529,1322,Human
1098,717,74,1495,Human
1099,148,530,264,Human
1100,384,531,705,Human
1101,129,532,437,Human
1102,718,115,1637,Human
1103,719,533,1785,Human
1104,720,4,349,Human
1105,233,534,505,Human
1106,69,205,812,Human
1107,721,535,256,Human
1108,384,536,1255,Human
1109,722,537,389,Human
1110,723,538,966,Human
1111,724,5,99,Human
1112,725,222,199,Human
1113,726,539,405,Human
1114,727,351,178,Human
1115,728,540,333,Human
1116,729,5,43,Human
1117,730,13,472,Human
1118,108,541,872,Human
1119,32,19,1300,Human
1120,731,542,527,Human
1121,204,365,1487,Human
1122,732,543,1446,Human
1123,402,544,1106,Human
1124,733,35,1423,Human
1125,82,545,640,Human
1126,179,193,343,Human
1127,734,300,496,Human
1128,183,546,1288,Human
1129,8,252,150,Human
1130,735,46,407,Human
1131,295,182,1736,Human
1132,736,547,1634,Human
1133,737,115,899,Human
1134,738,252,938,Human
1135,660,548,705,Human
1136,739,316,1038,Human
1137,740,349,795,Human
1138,224,370,431,Human
1139,161,406,1331,Human
1140,741,549,550,Human
1141,742,550,1719,Human
1142,261,490,1300,Human
1143,743,551,64,Human
1144,744,9,74,Human
1145,113,534,1762,Human
1146,745,552,412,Human
1147,313,553,1192,Human
1148,280,554,806,Human
1149,498,115,1235,Human
1150,746,555,1271,Human
1151,747,190,70,Human
1152,748,556,361,Human
1153,536,557,560,Human
1154,288,199,1005,Human
1155,740,558,705,Human
1156,749,106,1475,Human
1157,750,54,270,Human
1158,751,29,1567,Human
1159,752,512,1421,Human
1160,12,559,391,Human
1161,753,117,377,Human
1162,749,560,971,Human
1163,552,561,1537,Human
1164,312,527,1619,Human
1165,754,562,95,Human
1166,755,370,543,Human
1167,531,508,707,Human
1168,756,563,555,Human
1169,491,564,1155,Human
1170,757,498,952,Human
1171,36,29,1248,Human
1172,758,550,1744,Human
1173,278,565,1179,Human
1174,759,125,1205,Human
1175,760,58,281,Human
1176,761,566,1155,Human
1177,325,567,1080,Human
1178,762,568,821,Human
1179,763,20,126,Human
1180,718,569,587,Human
1181,707,20,215,Human
1182,762,9,1159,Human
1183,764,570,717,Human
1184,765,212,1413,Human
1185,766,569,1156,Human
1186,20,571,752,Human
1187,121,572,1132,Human
1188,767,573,1700,Human
1189,684,574,1194,Human
1190,623,230,1237,Human
1191,768,575,778,Human
1192,737,151,1252,Human
1193,769,576,537,Human
1194,770,577,287,Human
1195,771,20,325,Human
1196,724,20,1049,Human
1197,772,104,151,Human
1198,353,578,1051,Human
1199,773,577,362,Human
1200,774,15,1329,Human
1201,775,106,195,Human
1202,776,579,1695,Human
1203,777,580,221,Human
1204,778,581,169,Human
1205,779,577,306,Human
1206,780,577,182,Human
