id,origin,destination,start_time,kind
189,146,38,418,Human
190,8,123,656,Human
191,147,124,1242,Human
192,67,125,219,Human
193,148,67,1581,Human
194,149,126,581,Human
195,103,127,252,Human
196,43,33,415,Human
197,26,128,88,Human
198,150,4,421,Human
199,36,16,563,Human
200,93,129,960,Human
201,67,130,665,Human
202,147,131,66,Human
203,151,16,371,Human
204,88,18,321,Human
205,152,16,487,Human
206,48,132,185,Human
207,147,51,1546,Human
208,153,132,1672,Human
209,154,16,1071,Human
210,120,37,1223,Human
211,155,133,635,Human
212,156,134,481,Human
213,23,77,1238,Human
214,147,77,885,Human
215,157,5,1704,Human
216,149,42,659,Human
217,158,67,1057,Human
218,86,135,1527,Human
219,98,136,243,Human
220,95,37,823,Human
221,8,137,191,Human
222,159,138,768,Human
223,160,139,37,Human
224,19,127,1174,Human
225,161,140,274,Human
226,162,16,1687,Human
227,163,16,879,Human
228,4,16,1694,Human
229,164,141,458,Human
230,37,37,492,Human
231,103,142,1421,Human
232,165,141,91,Human
233,166,33,949,Human
234,45,121,705,Human
235,85,143,206,Human
236,167,37,5,Human
237,18,144,327,Human
238,168,4,1739,Human
239,169,103,844,Human
240,74,73,552,Human
241,170,37,1736,Human
242,171,145,1076,Human
243,172,116,78,Human
244,173,136,382,Human
245,174,37,1646,Human
246,175,2,1550,Human
247,67,146,1052,Human
248,176,87,1712,Human
249,95,147,769,Human
250,177,44,570,Human
251,80,16,1044,Human
252,178,37,1423,Human
253,109,37,1270,Human
254,179,16,1254,Human
255,112,143,118,Human
256,108,148,995,Human
257,180,16,822,Human
258,181,5,1786,Human
259,182,122,1426,Human
260,183,79,1262,Human
261,184,16,365,Human
262,185,37,1672,Human
263,186,149,1505,Human
264,187,42,1117,Human
265,188,64,517,Human
266,4,3,379,Human
267,189,150,979,Human
268,190,4,1057,Human
269,191,5,699,Human
270,192,103,1235,Human
271,25,3,1039,Human
272,193,112,937,Human
273,194,73,442,Human
274,195,37,892,Human
275,111,92,1273,Human
276,196,103,1730,Human
277,197,55,1070,Human
278,111,151,747,Human
279,66,26,298,Human
280,198,152,70,Human
281,128,71,1611,Human
282,199,153,1687,Human
283,200,154,1126,Human
284,201,155,1075,Human
285,202,156,887,Human
286,203,157,691,Human
287,204,4,1351,Human
288,205,23,72,Human
289,206,121,390,Human
290,207,51,780,Human
291,145,44,209,Human
292,208,158,683,Human
293,44,16,588,Human
294,154,44,672,Human
295,209,159,472,Human
296,16,160,560,Human
297,166,161,1564,Human
298,109,162,1170,Human
299,111,163,48,Human
300,210,164,1012,Human
301,211,165,730,Human
302,212,37,1126,Human
303,125,166,693,Human
304,195,159,127,Human
305,213,147,1672,Human
306,173,52,721,Human
307,214,84,974,Human
308,215,5,1727,Human
309,134,33,231,Human
310,31,57,553,Human
311,216,167,788,Human
312,217,85,35,Human
313,218,64,1352,Human
314,219,87,990,Human
315,220,56,1142,Human
316,214,5,304,Human
317,17,116,1564,Human
318,221,168,993,Human
319,222,76,702,Human
320,223,169,2,Human
321,200,56,129,Human
322,224,16,1138,Human
323,225,16,1769,Human
324,226,123,640,Human
325,34,161,30,Human
326,227,56,694,Human
327,228,170,518,Human
328,229,56,223,Human
329,230,16,1494,Human
330,13,171,793,Human
331,231,172,1550,Human
332,232,5,1668,Human
333,233,147,792,Human
334,234,44,1052,Human
335,235,173,1601,Human
336,235,174,913,Human
337,236,175,813,Human
338,237,176,841,Human
339,149,177,1441,Human
340,238,56,299,Human
341,239,5,937,Human
342,2,159,900,Human
343,240,178,435,Human
344,192,179,211,Human
345,241,33,457,Human
346,242,72,132,Human
347,243,4,1158,Human
348,37,180,829,Human
349,244,5,298,Human
350,245,181,159,Human
351,246,182,1389,Human
352,247,37,1272,Human
353,248,85,567,Human
354,183,72,1743,Human
355,30,114,8,Human
356,9,127,1415,Human
357,249,183,193,Human
358,250,5,325,Human
359,251,184,403,Human
360,252,114,138,Human
361,253,26,1273,Human
362,254,33,1597,Human
363,255,85,424,Human
364,256,185,748,Human
365,247,186,940,Human
366,257,44,508,Human
367,247,8,500,Human
368,258,187,1543,Human
369,259,45,610,Human
370,81,188,42,Human
371,92,81,400,Human
372,260,189,285,Human
373,80,3,1134,Human
374,96,190,301,Human
375,261,138,1423,Human
376,262,163,13,Human
377,263,113,561,Human
378,264,114,254,Human
379,265,191,833,Human
380,266,119,1145,Human
381,267,119,1311,Human
382,255,161,1480,Human
383,268,3,1633,Human
384,269,192,277,Human
385,270,20,877,Human
386,271,137,1024,Human
387,268,3,1273,Human
388,272,38,932,Human
389,273,73,1601,Human
390,29,193,1173,Human
391,130,194,198,Human
392,247,63,600,Human
393,142,195,495,Human
394,274,70,612,Human
395,148,42,12,Human
396,13,137,666,Human
397,275,65,1123,Human
398,276,38,1301,Human
399,277,196,1503,Human
400,278,5,851,Human
401,279,44,401,Human
402,280,56,161,Human
403,281,18,1058,Human
404,282,197,781,Human
405,283,77,607,Human
406,284,161,692,Human
407,285,114,1727,Human
408,286,71,838,Human
409,27,114,1290,Human
410,255,198,106,Human
411,84,199,841,Human
412,140,200,23,Human
413,287,201,122,Human
414,23,202,291,Human
415,288,203,305,Human
416,289,204,1505,Human
417,251,187,200,Human
418,290,4,1107,Human
419,291,30,1209,Human
420,292,124,773,Human
421,124,145,596,Human
422,293,7,1287,Human
423,294,205,1478,Human
424,295,9,482,Human
425,128,5,562,Human
426,296,114,1475,Human
427,225,68,697,Human
428,297,11,975,Human
429,298,62,727,Human
430,299,5,950,Human
431,300,206,1799,Human
432,301,154,67,Human
433,302,71,538,Human
434,130,207,1138,Human
435,303,208,1498,Human
436,304,114,1551,Human
437,66,114,1637,Human
438,305,202,1718,Human
439,255,91,1277,Human
440,253,72,610,Human
441,222,114,545,Human
442,306,38,1601,Human
443,60,161,1344,Human
444,307,209,954,Human
445,17,210,418,Human
446,308,45,193,Human
447,303,211,515,Human
448,139,212,1127,Human
449,248,213,300,Human
450,309,161,680,Human
451,247,5,704,Human
452,310,214,1789,Human
453,222,71,715,Human
454,121,215,716,Human
455,134,114,204,Human
456,311,71,781,Human
457,312,216,733,Human
458,247,73,890,Human
459,128,68,1571,Human
460,209,185,83,Human
461,313,9,269,Human
462,230,71,1630,Human
463,314,217,1466,Human
464,315,73,520,Human
465,128,54,1032,Human
466,316,195,751,Human
467,317,26,1157,Human
468,318,218,1762,Human
469,65,9,579,Human
470,247,219,84,Human
471,319,17,683,Human
472,261,9,55,Human
473,189,45,810,Human
474,247,9,628,Human
475,128,71,1269,Human
476,192,18,204,Human
477,19,111,728,Human
478,264,37,778,Human
479,171,220,591,Human
480,53,221,534,Human
481,320,8,404,Human
482,321,222,610,Human
483,138,79,1542,Human
484,247,3,1629,Human
485,55,130,1731,Human
486,322,7,223,Human
487,133,7,622,Human
488,323,223,911,Human
489,309,224,905,Human
490,324,225,968,Human
491,7,226,1250,Human
492,315,71,1209,Human
493,325,36,632,Human
494,60,7,861,Human
495,326,227,165,Human
496,261,71,1394,Human
497,327,52,219,Human
498,294,71,1654,Human
499,328,202,408,Human
500,129,228,1625,Human
501,287,161,56,Human
502,247,229,1784,Human
503,186,18,1696,Human
504,329,230,1107,Human
505,192,103,993,Human
506,330,229,1706,Human
507,127,143,399,Human
508,331,136,350,Human
509,332,143,211,Human
510,333,18,27,Human
511,186,223,1788,Human
512,334,116,1238,Human
513,11,44,122,Human
514,335,37,999,Human
515,265,28,1214,Human
516,256,136,409,Human
517,336,231,120,Human
518,337,232,465,Human
519,338,229,848,Human
520,339,209,21,Human
521,340,233,373,Human
522,341,77,434,Human
523,342,229,549,Human
524,343,92,520,Human
525,344,51,210,Human
526,345,234,1581,Human
527,200,92,1134,Human
528,346,213,201,Human
529,347,232,264,Human
530,290,4,649,Human
531,19,235,329,Human
532,348,236,544,Human
533,349,150,1129,Human
534,350,4,1584,Human
535,128,234,886,Human
536,330,92,413,Human
537,351,92,1520,Human
538,352,234,519,Human
539,1,237,1419,Human
540,353,238,1768,Human
541,354,44,480,Human
542,355,92,1800,Human
543,356,239,1058,Human
544,357,92,1171,Human
545,61,45,459,Human
546,209,240,25,Human
547,358,9,1515,Human
548,359,119,921,Human
549,360,241,322,Human
550,361,60,1723,Human
551,362,92,830,Human
552,363,42,1735,Human
553,166,242,527,Human
554,335,3,1281,Human
555,364,243,65,Human
556,362,44,1160,Human
557,246,143,845,Human
558,193,8,291,Human
559,365,234,1312,Human
560,366,145,309,Human
561,367,121,57,Human
562,336,44,1792,Human
563,246,229,1738,Human
564,368,8,22,Human
565,369,61,1510,Human
566,370,244,605,Human
567,371,44,78,Human
568,372,30,1671,Human
569,75,145,1544,Human
570,373,85,19,Human
571,374,213,1351,Human
572,11,159,210,Human
573,375,72,1424,Human
574,357,245,175,Human
575,130,246,1336,Human
576,189,73,1002,Human
577,269,9,496,Human
578,13,20,1396,Human
579,268,92,407,Human
580,57,119,918,Human
581,376,143,182,Human
582,377,77,1465,Human
583,247,231,1153,Human
584,378,116,1014,Human
585,379,195,504,Human
586,295,247,1382,Human
587,128,3,1648,Human
588,380,248,907,Human
589,235,8,195,Human
590,381,18,865,Human
591,381,111,1021,Human
592,382,17,49,Human
593,383,249,1716,Human
594,13,250,358,Human
595,384,28,1714,Human
596,367,114,603,Human
597,128,17,1576,Human
598,385,71,1235,Human
599,284,251,1542,Human
600,13,252,1098,Human
601,221,253,816,Human
602,386,9,215,Human
603,246,182,1320,Human
604,128,55,253,Human
605,51,254,502,Human
606,170,255,795,Human
607,365,121,210,Human
608,10,17,756,Human
609,387,256,521,Human
610,388,73,455,Human
611,389,209,1177,Human
612,336,116,60,Human
613,390,28,1771,Human
614,391,44,315,Human
615,187,257,105,Human
616,9,182,510,Human
617,123,258,798,Human
618,392,38,850,Human
619,11,259,1111,Human
620,31,231,565,Human
621,393,202,1071,Human
622,11,28,1544,Human
623,254,79,1384,Human
624,86,260,74,Human
625,394,56,253,Human
626,254,79,1781,Human
627,254,261,9,Human
628,395,262,201,Human
629,69,125,1047,Human
630,396,125,375,Human
631,397,43,1541,Human
632,139,263,393,Human
633,398,208,1293,Human
634,82,198,1206,Human
635,399,107,95,Human
636,24,264,1046,Human
637,400,43,1246,Human
638,400,43,581,Human
639,395,265,1481,Human
640,31,17,1689,Human
641,222,26,1003,Human
642,391,195,959,Human
